,ID,UPDATE,STATUS,MOTIVE,INTEREST_RATE,AMOUNT,CAT,TXN,CP,DELIVERY_SCORE
3205,1216,00:00.0,,,,,,,,
3206,1217,11:37.7,RESPONSE,,,,,,,
3207,1217,53:06.3,RISK,,,,,,,
3208,1217,52:47.4,APPROVED,DIGITAL,38,20900,31,,,
3209,1217,31:25.9,,,,,,1289.565021,,
3210,1217,37:19.9,,,,,,628.9782119,,
3211,1217,02:07.4,,,,,,2234.046291,,
3212,1217,21:05.5,,,,,,210.3185576,,
3213,1217,58:47.0,,,,,,3360.059165,,
3214,1218,50:36.5,RESPONSE,,,,,,,
3215,1218,28:23.7,RISK,,,,,,,
3216,1218,01:05.5,REJECTED,INCOME,,,,,,
3217,1222,48:39.5,RESPONSE,,,,,,,
3218,1222,10:50.1,RISK,,,,,,,
3219,1222,21:05.4,APPROVED,PLASTIC,41,7500,47,,,
3220,1222,44:02.2,DELIVERED,,,,,,44620,2
3221,1222,38:22.2,,,,,,8.844393037,,
3222,1222,26:33.5,,,,,,1219.083414,,
3223,1222,02:04.3,,,,,,180.7798277,,
3224,1223,01:40.7,RESPONSE,,,,,,,
3225,1223,10:42.6,RISK,,,,,,,
3226,1223,42:39.3,APPROVED,DIGITAL,44,37000,38,,,
3227,1223,42:04.4,,,,,,69.96562044,,
3228,1224,49:02.6,RESPONSE,,,,,,,
3229,1224,05:41.3,RISK,,,,,,,
3230,1224,44:32.4,REJECTED,INCOME,,,,,,
3231,1225,00:00.0,,,,,,,,
3232,1227,00:00.0,,,,,,,,
3233,1229,00:00.0,,,,,,,,
3234,1231,00:00.0,,,,,,,,
3235,1233,48:20.6,RESPONSE,,,,,,,
3236,1233,49:20.2,RISK,,,,,,,
3237,1233,40:40.0,APPROVED,DIGITAL,32,800,44,,,
3238,1233,33:13.8,,,,,,500.9672772,,
3239,1233,29:49.3,,,,,,1083.254206,,
3240,1235,00:00.0,,,,,,,,
3241,1237,32:57.6,RESPONSE,,,,,,,
3242,1237,10:27.9,RISK,,,,,,,
3243,1237,36:58.1,APPROVED,PLASTIC,49,8800,33,,,
3244,1237,08:50.2,DELIVERED,,,,,,44620,2
3245,1237,06:38.9,,,,,,44.55914751,,
3246,1237,44:19.7,,,,,,23271.65593,,
3247,1237,20:03.6,,,,,,11.50941854,,
3248,1237,56:18.9,,,,,,523.6565059,,
3249,1237,36:07.4,,,,,,1929.409529,,
3250,1238,00:00.0,,,,,,,,
3251,1239,09:25.1,RESPONSE,,,,,,,
3252,1239,39:37.7,RISK,,,,,,,
3253,1239,53:10.3,REJECTED,USAGE,,,,,,
3254,1241,39:21.5,RESPONSE,,,,,,,
3255,1241,10:29.8,RISK,,,,,,,
3256,1241,01:56.6,APPROVED,PLASTIC,30,2700,38,,,
3257,1241,27:54.7,DELIVERED,,,,,,11560,2
3258,1241,14:32.2,,,,,,11.57296825,,
3259,1241,53:13.5,,,,,,103.4186322,,
3260,1242,10:30.8,RESPONSE,,,,,,,
3261,1242,53:24.3,RISK,,,,,,,
3262,1242,16:26.3,APPROVED,PLASTIC,39,13500,34,,,
3263,1242,06:19.0,DELIVERED,,,,,,11560,3
3264,1242,48:25.8,,,,,,574.2686873,,
3265,1242,30:57.8,,,,,,2026.266807,,
3266,1242,40:01.3,,,,,,39.60855558,,
3267,1242,02:45.9,,,,,,40.14757392,,
3268,1242,53:33.1,,,,,,50.20164797,,
3269,1245,00:00.0,,,,,,,,
3270,1246,47:50.6,RESPONSE,,,,,,,
3271,1246,50:38.1,RISK,,,,,,,
3272,1246,33:06.1,APPROVED,PLASTIC,43,31100,31,,,
3273,1246,34:20.1,DELIVERED,,,,,,11560,0
3274,1246,00:01.1,,,,,,6226.264958,,
3275,1246,39:43.0,,,,,,12.79649206,,
3276,1246,20:26.1,,,,,,70.55368391,,
3277,1246,30:30.7,,,,,,2658.316807,,
3278,1246,52:33.8,,,,,,233.9111879,,
3279,1247,00:00.0,,,,,,,,
3280,1248,04:32.3,RESPONSE,,,,,,,
3281,1248,50:48.2,RISK,,,,,,,
3282,1248,10:06.9,APPROVED,PLASTIC,41,13800,33,,,
3283,1248,54:49.9,DELIVERED,,,,,,44100,4
3284,1248,54:52.5,,,,,,4846.291778,,
3285,1248,15:03.4,,,,,,3059.413815,,
3286,1248,30:36.4,,,,,,68.3905734,,
3287,1250,16:21.3,RESPONSE,,,,,,,
3288,1250,34:45.3,RISK,,,,,,,
3289,1250,37:38.7,APPROVED,PLASTIC,49,7000,35,,,
3290,1250,39:30.9,DELIVERED,,,,,,11560,1
3291,1251,11:32.4,RESPONSE,,,,,,,
3292,1251,52:00.3,RISK,,,,,,,
3293,1251,31:02.7,APPROVED,PLASTIC,43,500,45,,,
3294,1251,37:21.2,DELIVERED,,,,,,53100,0
3295,1251,43:19.5,,,,,,140.1740536,,
3296,1251,43:11.2,,,,,,655.1766528,,
3297,1253,33:12.4,RESPONSE,,,,,,,
3298,1253,29:13.6,RISK,,,,,,,
3299,1253,46:34.0,APPROVED,DIGITAL,36,3700,48,,,
3300,1253,54:48.2,,,,,,21.65640994,,
3301,1253,08:14.6,,,,,,702.0605042,,
3302,1254,32:56.3,RESPONSE,,,,,,,
3303,1254,15:02.8,RISK,,,,,,,
3304,1254,06:04.9,APPROVED,PLASTIC,45,100,41,,,
3305,1254,29:11.9,DELIVERED,,,,,,11560,3
3306,1260,35:57.9,RESPONSE,,,,,,,
3307,1260,55:03.1,RISK,,,,,,,
3308,1260,12:58.9,APPROVED,PLASTIC,32,25600,39,,,
3309,1260,48:13.8,DELIVERED,,,,,,44100,1
3310,1260,18:25.9,,,,,,47.46371055,,
3311,1262,07:00.6,RESPONSE,,,,,,,
3312,1262,35:23.8,RISK,,,,,,,
3313,1262,07:03.4,APPROVED,DIGITAL,47,500,30,,,
3314,1262,35:25.1,,,,,,4216.914056,,
3315,1262,44:25.9,,,,,,166.4751233,,
3316,1267,29:30.8,RESPONSE,,,,,,,
3317,1267,55:35.0,RISK,,,,,,,
3318,1267,47:40.7,APPROVED,PLASTIC,49,19000,49,,,
3319,1267,45:05.9,DELIVERED,,,,,,64000,0
3320,1267,54:49.2,,,,,,17.1704101,,
3321,1267,50:35.1,,,,,,147.9906544,,
3322,1267,02:52.7,,,,,,31.41317974,,
3323,1270,57:42.8,RESPONSE,,,,,,,
3324,1270,05:20.5,RISK,,,,,,,
3325,1270,36:04.6,APPROVED,PLASTIC,30,27300,33,,,
3326,1270,31:44.8,DELIVERED,,,,,,53100,2
3327,1270,13:29.3,,,,,,1207.360519,,
3328,1270,07:58.8,,,,,,870.986774,,
3329,1270,57:52.7,,,,,,124.4461353,,
3330,1271,45:33.8,RESPONSE,,,,,,,
3331,1271,44:08.8,RISK,,,,,,,
3332,1271,49:37.4,REJECTED,EMPTY,,,,,,
3333,1272,52:07.7,RESPONSE,,,,,,,
3334,1272,30:06.7,RISK,,,,,,,
3335,1272,31:09.0,APPROVED,DIGITAL,35,56800,32,,,
3336,1273,26:26.5,RESPONSE,,,,,,,
3337,1273,30:01.9,RISK,,,,,,,
3338,1273,28:59.7,APPROVED,PLASTIC,36,500,46,,,
3339,1273,26:06.7,DELIVERED,,,,,,53100,4
3340,1274,00:00.0,,,,,,,,
3341,1275,32:02.1,RESPONSE,,,,,,,
3342,1275,59:44.7,RISK,,,,,,,
3343,1275,04:31.2,REJECTED,USAGE,,,,,,
3344,1276,20:45.6,RESPONSE,,,,,,,
3345,1276,20:06.1,RISK,,,,,,,
3346,1276,35:27.0,REJECTED,USAGE,,,,,,
3347,1277,39:29.8,RESPONSE,,,,,,,
3348,1277,03:37.7,RISK,,,,,,,
3349,1277,20:55.9,APPROVED,DIGITAL,32,18100,48,,,
3350,1277,28:31.9,,,,,,1.334952473,,
3351,1277,55:52.3,,,,,,3087.414131,,
3352,1277,18:53.7,,,,,,510.9156623,,
3353,1277,11:03.1,,,,,,47.07175023,,
3354,1277,11:19.4,,,,,,1160.155497,,
3355,1278,00:00.0,,,,,,,,
3356,1279,00:00.0,,,,,,,,
3357,1280,00:00.0,,,,,,,,
3358,1281,44:26.4,RESPONSE,,,,,,,
3359,1281,28:07.6,RISK,,,,,,,
3360,1281,05:13.6,REJECTED,MOP,,,,,,
3361,1282,29:22.1,RESPONSE,,,,,,,
3362,1282,47:38.6,RISK,,,,,,,
3363,1282,17:37.8,REJECTED,EMPTY,,,,,,
3364,1283,43:44.5,RESPONSE,,,,,,,
3365,1283,40:22.1,RISK,,,,,,,
3366,1283,35:00.1,APPROVED,PLASTIC,47,2600,33,,,
3367,1283,23:51.1,DELIVERED,,,,,,44100,1
3368,1283,19:35.0,,,,,,67.8889825,,
3369,1283,44:06.8,,,,,,40.67071401,,
3370,1284,49:16.8,RESPONSE,,,,,,,
3371,1284,57:24.8,RISK,,,,,,,
3372,1284,41:40.4,APPROVED,PLASTIC,41,3100,45,,,
3373,1284,43:20.4,DELIVERED,,,,,,11560,1
3374,1284,31:30.6,,,,,,240.9928292,,
3375,1284,32:27.1,,,,,,2594.441146,,
3376,1285,44:07.7,RESPONSE,,,,,,,
3377,1285,51:14.3,RISK,,,,,,,
3378,1285,12:23.1,APPROVED,PLASTIC,47,10900,48,,,
3379,1285,41:55.4,DELIVERED,,,,,,64000,3
3380,1285,31:45.5,,,,,,778.2547599,,
3381,1286,22:47.5,RESPONSE,,,,,,,
3382,1286,26:30.1,RISK,,,,,,,
3383,1286,04:20.1,REJECTED,INCOME,,,,,,
3384,1287,19:26.4,RESPONSE,,,,,,,
3385,1287,03:02.1,RISK,,,,,,,
3386,1287,36:55.6,APPROVED,PLASTIC,32,3500,45,,,
3387,1287,34:29.4,DELIVERED,,,,,,44620,2
3388,1287,58:25.8,,,,,,159.4206842,,
3389,1287,09:32.6,,,,,,921.0794058,,
3390,1287,00:13.8,,,,,,4.7357055,,
3391,1289,31:36.8,RESPONSE,,,,,,,
3392,1289,45:51.9,RISK,,,,,,,
3393,1289,39:06.5,APPROVED,PLASTIC,44,19700,38,,,
3394,1289,01:07.9,DELIVERED,,,,,,44620,1
3395,1289,34:15.7,,,,,,364.4780132,,
3396,1289,33:30.0,,,,,,151.5551234,,
3397,1291,00:00.0,,,,,,,,
3398,1292,00:00.0,,,,,,,,
3399,1293,24:37.9,RESPONSE,,,,,,,
3400,1293,30:53.2,RISK,,,,,,,
3401,1293,41:21.5,APPROVED,PLASTIC,45,7600,41,,,
3402,1293,36:54.4,DELIVERED,,,,,,64000,2
3403,1293,13:29.8,,,,,,1249.738034,,
3404,1293,25:23.5,,,,,,1326.086729,,
3405,1293,14:17.7,,,,,,107.2753465,,
3406,1293,19:58.6,,,,,,60.91579803,,
3407,1293,17:28.6,,,,,,282.1074132,,
3408,1294,43:07.8,RESPONSE,,,,,,,
3409,1294,52:01.0,RISK,,,,,,,
3410,1294,00:16.9,APPROVED,PLASTIC,46,23100,46,,,
3411,1294,33:31.5,DELIVERED,,,,,,44620,2
3412,1294,45:24.8,,,,,,2460.380685,,
3413,1294,24:58.5,,,,,,3042.994733,,
3414,1294,15:59.0,,,,,,145.5210095,,
3415,1294,28:47.2,,,,,,51.18847844,,
3416,1295,30:26.5,RESPONSE,,,,,,,
3417,1295,35:52.2,RISK,,,,,,,
3418,1295,32:02.5,REJECTED,INCOME,,,,,,
3419,1296,23:25.5,RESPONSE,,,,,,,
3420,1296,58:48.3,RISK,,,,,,,
3421,1296,46:44.3,REJECTED,EMPTY,,,,,,
3422,1298,27:46.4,RESPONSE,,,,,,,
3423,1298,45:49.9,RISK,,,,,,,
3424,1298,20:55.0,APPROVED,PLASTIC,45,17900,42,,,
3425,1298,25:56.5,DELIVERED,,,,,,11560,1
3426,1298,51:31.5,,,,,,166.6484766,,
3427,1298,45:29.7,,,,,,79.23710717,,
3428,1298,05:59.3,,,,,,10055.1166,,
3429,1298,58:03.2,,,,,,2382.89554,,
3430,1299,04:58.3,RESPONSE,,,,,,,
3431,1299,30:36.0,RISK,,,,,,,
3432,1299,37:06.4,REJECTED,INCOME,,,,,,
3433,1300,00:00.0,,,,,,,,
3434,1301,01:07.3,RESPONSE,,,,,,,
3435,1301,15:07.6,RISK,,,,,,,
3436,1301,53:39.8,APPROVED,PLASTIC,41,200,48,,,
3437,1301,24:10.9,DELIVERED,,,,,,53100,4
3438,1302,04:05.0,RESPONSE,,,,,,,
3439,1302,42:07.2,RISK,,,,,,,
3440,1302,43:15.7,APPROVED,PLASTIC,32,3300,43,,,
3441,1302,16:29.9,DELIVERED,,,,,,53100,3
3442,1302,28:31.7,,,,,,1122.515533,,
3443,1302,54:31.1,,,,,,36.89500665,,
3444,1302,51:57.9,,,,,,1394.959564,,
3445,1303,00:00.0,,,,,,,,
3446,1307,28:11.5,RESPONSE,,,,,,,
3447,1307,38:57.7,RISK,,,,,,,
3448,1307,28:57.3,REJECTED,MOP,,,,,,
3449,1310,53:24.0,RESPONSE,,,,,,,
3450,1310,46:05.7,RISK,,,,,,,
3451,1310,12:34.8,REJECTED,MOP,,,,,,
3452,1312,09:38.4,RESPONSE,,,,,,,
3453,1312,55:04.3,RISK,,,,,,,
3454,1312,56:37.2,APPROVED,PLASTIC,35,2800,39,,,
3455,1312,58:20.4,DELIVERED,,,,,,44100,3
3456,1312,48:45.1,,,,,,379.1505422,,
3457,1312,19:57.8,,,,,,1291.121234,,
3458,1312,27:57.6,,,,,,213.9704441,,
3459,1312,20:38.7,,,,,,1416.546338,,
3460,1314,38:54.6,RESPONSE,,,,,,,
3461,1314,55:15.5,RISK,,,,,,,
3462,1314,37:52.4,REJECTED,USAGE,,,,,,
3463,1315,21:08.4,RESPONSE,,,,,,,
3464,1315,59:05.8,RISK,,,,,,,
3465,1315,30:52.9,APPROVED,PLASTIC,31,20000,30,,,
3466,1315,08:47.4,DELIVERED,,,,,,11560,1
3467,1315,36:12.1,,,,,,357.532239,,
3468,1315,35:07.8,,,,,,50.4071308,,
3469,1316,00:00.0,,,,,,,,
3470,1317,00:00.0,,,,,,,,
3471,1320,19:58.1,RESPONSE,,,,,,,
3472,1320,55:11.7,RISK,,,,,,,
3473,1320,03:43.9,REJECTED,EMPTY,,,,,,
3474,1321,00:00.0,,,,,,,,
3475,1326,44:43.3,RESPONSE,,,,,,,
3476,1326,50:39.1,RISK,,,,,,,
3477,1326,36:21.5,REJECTED,MOP,,,,,,
3478,1327,00:00.0,,,,,,,,
3479,1328,00:00.0,,,,,,,,
3480,1331,52:09.2,RESPONSE,,,,,,,
3481,1331,49:52.8,RISK,,,,,,,
3482,1331,04:28.0,APPROVED,PLASTIC,37,1200,37,,,
3483,1331,25:28.0,DELIVERED,,,,,,44100,3
3484,1331,07:50.9,,,,,,57.67190348,,
3485,1331,14:57.4,,,,,,23.71007073,,
3486,1331,26:55.7,,,,,,4989.822525,,
3487,1334,00:00.0,,,,,,,,
3488,1336,27:47.3,RESPONSE,,,,,,,
3489,1336,31:38.2,RISK,,,,,,,
3490,1336,27:39.9,APPROVED,PLASTIC,41,200,44,,,
3491,1336,01:22.8,DELIVERED,,,,,,64000,2
3492,1337,00:00.0,,,,,,,,
3493,1338,00:01.5,RESPONSE,,,,,,,
3494,1338,30:32.8,RISK,,,,,,,
3495,1338,47:38.2,REJECTED,EMPTY,,,,,,
3496,1345,00:00.0,,,,,,,,
3497,1346,43:12.0,RESPONSE,,,,,,,
3498,1346,02:23.1,RISK,,,,,,,
3499,1346,52:00.7,APPROVED,PLASTIC,31,15900,45,,,
3500,1346,13:08.6,DELIVERED,,,,,,44100,2
3501,1346,00:06.6,,,,,,1968.459959,,
3502,1346,14:44.5,,,,,,41.97276608,,
3503,1348,00:00.0,,,,,,,,
3504,1350,32:14.2,RESPONSE,,,,,,,
3505,1350,51:28.0,RISK,,,,,,,
3506,1350,20:41.5,REJECTED,MOP,,,,,,
3507,1351,00:00.0,,,,,,,,
3508,1354,00:00.0,,,,,,,,
3509,1356,00:00.0,,,,,,,,
3510,1357,47:10.5,RESPONSE,,,,,,,
3511,1357,34:04.4,RISK,,,,,,,
3512,1357,35:51.1,APPROVED,PLASTIC,49,17600,44,,,
3513,1357,01:46.1,DELIVERED,,,,,,64000,3
3514,1357,22:26.1,,,,,,662.5909294,,
3515,1359,00:00.0,,,,,,,,
3516,1360,18:28.3,RESPONSE,,,,,,,
3517,1360,15:01.7,RISK,,,,,,,
3518,1360,06:14.8,APPROVED,DIGITAL,46,10400,48,,,
3519,1360,34:30.7,,,,,,3345.171792,,
3520,1362,00:00.0,,,,,,,,
3521,1364,00:00.0,,,,,,,,
3522,1366,00:00.0,,,,,,,,
3523,1367,33:47.5,RESPONSE,,,,,,,
3524,1367,01:26.4,RISK,,,,,,,
3525,1367,17:19.4,APPROVED,DIGITAL,42,6000,43,,,
3526,1367,10:41.8,,,,,,269.9358099,,
3527,1367,42:54.7,,,,,,9.281827362,,
3528,1367,09:39.0,,,,,,1529.151213,,
3529,1367,51:55.4,,,,,,301.9570532,,
3530,1367,53:28.5,,,,,,32.48706975,,
3531,1368,26:38.6,RESPONSE,,,,,,,
3532,1368,05:37.9,RISK,,,,,,,
3533,1368,46:23.2,APPROVED,DIGITAL,33,4700,41,,,
3534,1368,47:27.9,,,,,,1129.100236,,
3535,1368,05:29.7,,,,,,136.2579342,,
3536,1368,11:49.4,,,,,,1047.953046,,
3537,1368,38:03.8,,,,,,50.09474876,,
3538,1369,18:22.1,RESPONSE,,,,,,,
3539,1369,52:41.1,RISK,,,,,,,
3540,1369,41:31.0,REJECTED,MOP,,,,,,
3541,1370,14:04.4,RESPONSE,,,,,,,
3542,1370,40:38.3,RISK,,,,,,,
3543,1370,38:49.2,REJECTED,EMPTY,,,,,,
3544,1371,41:21.5,RESPONSE,,,,,,,
3545,1371,51:22.2,RISK,,,,,,,
3546,1371,16:09.1,REJECTED,MOP,,,,,,
3547,1373,27:12.5,RESPONSE,,,,,,,
3548,1373,40:24.9,RISK,,,,,,,
3549,1373,25:45.4,APPROVED,PLASTIC,35,2000,45,,,
3550,1373,19:07.4,DELIVERED,,,,,,11560,2
3551,1374,48:00.7,RESPONSE,,,,,,,
3552,1374,21:10.3,RISK,,,,,,,
3553,1374,32:01.0,REJECTED,INCOME,,,,,,
3554,1377,49:23.4,RESPONSE,,,,,,,
3555,1377,26:38.6,RISK,,,,,,,
3556,1377,37:15.4,APPROVED,PLASTIC,36,8800,41,,,
3557,1377,01:09.5,DELIVERED,,,,,,64000,2
3558,1377,21:00.1,,,,,,117.7143987,,
3559,1377,59:57.8,,,,,,84.81159305,,
3560,1377,22:26.5,,,,,,686.5113495,,
3561,1379,21:23.0,RESPONSE,,,,,,,
3562,1379,29:01.7,RISK,,,,,,,
3563,1379,59:10.8,REJECTED,MOP,,,,,,
3564,1381,00:00.0,,,,,,,,
3565,1385,59:05.9,RESPONSE,,,,,,,
3566,1385,20:26.5,RISK,,,,,,,
3567,1385,36:51.0,APPROVED,DIGITAL,44,11100,45,,,
3568,1385,32:05.6,,,,,,5502.69885,,
3569,1385,47:15.3,,,,,,1.830792866,,
3570,1387,00:00.0,,,,,,,,
3571,1388,23:19.5,RESPONSE,,,,,,,
3572,1388,46:33.1,RISK,,,,,,,
3573,1388,08:25.9,REJECTED,MOP,,,,,,
3574,1390,03:58.8,RESPONSE,,,,,,,
3575,1390,27:30.5,RISK,,,,,,,
3576,1390,24:52.7,REJECTED,MOP,,,,,,
3577,1391,00:00.0,,,,,,,,
3578,1392,52:42.9,RESPONSE,,,,,,,
3579,1392,31:36.1,RISK,,,,,,,
3580,1392,02:30.2,APPROVED,PLASTIC,46,12500,37,,,
3581,1392,22:55.6,DELIVERED,,,,,,11560,1
3582,1392,44:56.0,,,,,,18.10338896,,
3583,1392,23:33.2,,,,,,47.03997171,,
3584,1393,00:00.0,,,,,,,,
3585,1394,00:00.0,,,,,,,,
3586,1396,00:00.0,,,,,,,,
3587,1397,39:55.3,RESPONSE,,,,,,,
3588,1397,14:53.5,RISK,,,,,,,
3589,1397,59:12.7,APPROVED,PLASTIC,45,1400,44,,,
3590,1397,52:32.6,DELIVERED,,,,,,11560,2
3591,1397,57:06.6,,,,,,26.81735005,,
3592,1398,36:16.2,RESPONSE,,,,,,,
3593,1398,47:56.1,RISK,,,,,,,
3594,1398,36:49.1,APPROVED,PLASTIC,34,12200,36,,,
3595,1398,56:30.6,DELIVERED,,,,,,64000,2
3596,1399,50:25.8,RESPONSE,,,,,,,
3597,1399,47:47.0,RISK,,,,,,,
3598,1399,29:05.8,REJECTED,USAGE,,,,,,
3599,1400,15:43.8,RESPONSE,,,,,,,
3600,1400,31:43.1,RISK,,,,,,,
3601,1400,29:25.8,REJECTED,MOP,,,,,,
3602,1401,25:26.8,RESPONSE,,,,,,,
3603,1401,42:57.2,RISK,,,,,,,
3604,1401,23:32.8,REJECTED,MOP,,,,,,
3605,1402,52:08.6,RESPONSE,,,,,,,
3606,1402,11:48.5,RISK,,,,,,,
3607,1402,57:37.0,APPROVED,PLASTIC,48,42500,34,,,
3608,1402,26:56.1,DELIVERED,,,,,,64000,1
3609,1403,39:53.5,RESPONSE,,,,,,,
3610,1403,50:09.2,RISK,,,,,,,
3611,1403,16:25.8,APPROVED,DIGITAL,30,8500,30,,,
3612,1403,27:48.6,,,,,,1016.198909,,
3613,1403,54:17.4,,,,,,1287.587476,,
3614,1403,27:22.0,,,,,,3615.620265,,
3615,1403,18:40.4,,,,,,84.30504442,,
3616,1403,52:59.5,,,,,,14.59116911,,
3617,1405,35:17.9,RESPONSE,,,,,,,
3618,1405,01:54.3,RISK,,,,,,,
3619,1405,07:44.3,APPROVED,PLASTIC,45,2700,38,,,
3620,1405,42:44.6,DELIVERED,,,,,,11560,1
3621,1405,09:13.6,,,,,,2554.11649,,
3622,1405,37:23.1,,,,,,320.4805893,,
3623,1405,42:46.2,,,,,,14.17935711,,
3624,1405,32:10.2,,,,,,460.9582694,,
3625,1405,33:11.3,,,,,,2674.73327,,
3626,1408,52:53.3,RESPONSE,,,,,,,
3627,1408,11:54.4,RISK,,,,,,,
3628,1408,52:23.9,REJECTED,INCOME,,,,,,
3629,1409,55:35.7,RESPONSE,,,,,,,
3630,1409,25:49.6,RISK,,,,,,,
3631,1409,45:10.0,APPROVED,PLASTIC,45,3300,31,,,
3632,1409,10:06.5,DELIVERED,,,,,,11560,1
3633,1409,49:58.4,,,,,,385.1649254,,
3634,1409,42:40.1,,,,,,1212.064725,,
3635,1410,13:46.3,RESPONSE,,,,,,,
3636,1410,11:30.5,RISK,,,,,,,
3637,1410,07:18.3,APPROVED,PLASTIC,44,7900,49,,,
3638,1410,54:01.7,DELIVERED,,,,,,53100,2
3639,1410,22:15.3,,,,,,155.2340703,,
3640,1410,54:09.3,,,,,,30.56365294,,
3641,1412,43:43.8,RESPONSE,,,,,,,
3642,1412,02:18.5,RISK,,,,,,,
3643,1412,02:47.1,REJECTED,USAGE,,,,,,
3644,1413,00:00.0,,,,,,,,
3645,1414,12:45.3,RESPONSE,,,,,,,
3646,1414,02:59.7,RISK,,,,,,,
3647,1414,01:08.8,APPROVED,DIGITAL,49,5500,49,,,
3648,1414,03:37.2,,,,,,295.2744368,,
3649,1414,46:46.7,,,,,,387.5892239,,
3650,1414,13:12.7,,,,,,2138.774964,,
3651,1416,00:00.0,,,,,,,,
3652,1417,00:00.0,,,,,,,,
3653,1418,00:00.0,,,,,,,,
3654,1419,00:00.0,,,,,,,,
3655,1420,58:16.5,RESPONSE,,,,,,,
3656,1420,32:23.1,RISK,,,,,,,
3657,1420,06:44.5,APPROVED,PLASTIC,31,12700,49,,,
3658,1420,31:13.7,DELIVERED,,,,,,53100,4
3659,1424,13:42.1,RESPONSE,,,,,,,
3660,1424,04:06.9,RISK,,,,,,,
3661,1424,55:45.3,APPROVED,PLASTIC,38,3000,48,,,
3662,1424,37:36.9,DELIVERED,,,,,,11560,3
3663,1424,33:22.6,,,,,,17998.7148,,
3664,1424,53:55.6,,,,,,158.7917087,,
3665,1424,08:14.3,,,,,,487.7551058,,
3666,1425,00:00.0,,,,,,,,
3667,1426,30:47.9,RESPONSE,,,,,,,
3668,1426,37:40.2,RISK,,,,,,,
3669,1426,52:14.8,REJECTED,EMPTY,,,,,,
3670,1431,34:59.6,RESPONSE,,,,,,,
3671,1431,24:15.4,RISK,,,,,,,
3672,1431,45:53.1,REJECTED,MOP,,,,,,
3673,1433,00:00.0,,,,,,,,
3674,1435,24:01.5,RESPONSE,,,,,,,
3675,1435,11:14.7,RISK,,,,,,,
3676,1435,08:32.4,REJECTED,INCOME,,,,,,
3677,1436,01:47.3,RESPONSE,,,,,,,
3678,1436,28:00.8,RISK,,,,,,,
3679,1436,59:34.5,APPROVED,DIGITAL,31,2800,38,,,
3680,1436,13:58.2,,,,,,952.9172926,,
3681,1439,16:33.7,RESPONSE,,,,,,,
3682,1439,11:22.1,RISK,,,,,,,
3683,1439,46:07.4,APPROVED,PLASTIC,42,11300,44,,,
3684,1439,23:30.9,DELIVERED,,,,,,11560,4
3685,1439,14:34.2,,,,,,77.99227394,,
3686,1442,59:29.2,RESPONSE,,,,,,,
3687,1442,29:29.4,RISK,,,,,,,
3688,1442,26:35.7,REJECTED,USAGE,,,,,,
3689,1444,39:41.9,RESPONSE,,,,,,,
3690,1444,07:57.1,RISK,,,,,,,
3691,1444,21:42.6,APPROVED,PLASTIC,44,4100,43,,,
3692,1444,53:17.5,DELIVERED,,,,,,64000,3
3693,1444,25:57.7,,,,,,3.812617285,,
3694,1447,00:00.0,,,,,,,,
3695,1448,24:08.7,RESPONSE,,,,,,,
3696,1448,28:27.9,RISK,,,,,,,
3697,1448,19:33.7,APPROVED,DIGITAL,43,7700,40,,,
3698,1448,39:26.4,,,,,,324.6673062,,
3699,1448,09:29.6,,,,,,3287.850632,,
3700,1448,40:59.6,,,,,,659.3647399,,
3701,1453,00:00.0,,,,,,,,
3702,1454,57:00.4,RESPONSE,,,,,,,
3703,1454,46:58.5,RISK,,,,,,,
3704,1454,33:56.3,APPROVED,PLASTIC,49,13100,31,,,
3705,1454,36:32.5,DELIVERED,,,,,,53100,0
3706,1454,15:44.0,,,,,,4.629600982,,
3707,1454,30:20.8,,,,,,3699.698692,,
3708,1455,28:28.1,RESPONSE,,,,,,,
3709,1455,39:58.6,RISK,,,,,,,
3710,1455,38:30.8,REJECTED,EMPTY,,,,,,
3711,1457,48:59.3,RESPONSE,,,,,,,
3712,1457,52:49.9,RISK,,,,,,,
3713,1457,07:22.5,APPROVED,PLASTIC,36,41800,48,,,
3714,1457,13:04.7,DELIVERED,,,,,,64000,3
3715,1457,43:25.2,,,,,,125.7679543,,
3716,1458,10:48.0,RESPONSE,,,,,,,
3717,1458,12:46.3,RISK,,,,,,,
3718,1458,49:25.7,APPROVED,PLASTIC,37,26600,33,,,
3719,1458,42:45.6,DELIVERED,,,,,,44100,2
3720,1458,27:02.6,,,,,,1099.495733,,
3721,1458,17:15.4,,,,,,171.8170405,,
3722,1458,50:34.5,,,,,,6959.52427,,
3723,1458,21:04.3,,,,,,574.0173282,,
3724,1460,43:12.9,RESPONSE,,,,,,,
3725,1460,01:02.4,RISK,,,,,,,
3726,1460,59:44.0,APPROVED,PLASTIC,34,31500,35,,,
3727,1460,53:41.4,DELIVERED,,,,,,11560,4
3728,1460,50:09.1,,,,,,2504.096512,,
3729,1462,51:53.5,RESPONSE,,,,,,,
3730,1462,00:20.6,RISK,,,,,,,
3731,1462,32:21.7,APPROVED,PLASTIC,35,2300,33,,,
3732,1462,14:27.2,DELIVERED,,,,,,53100,1
3733,1462,13:32.4,,,,,,15.26146634,,
3734,1462,21:17.5,,,,,,708.4398561,,
3735,1462,27:18.6,,,,,,64.87643371,,
3736,1463,11:31.9,RESPONSE,,,,,,,
3737,1463,29:51.6,RISK,,,,,,,
